word,creole_word,creole name
shame,dezonè,Haitian
bewilder,dezoryante,Haitian
used,dezyèm men,Haitian
second (number),dezyèm,Haitian
secondly,dezyèmman,Haitian
"hard, callous","  di (rèd, san pitye) ",Haitian
say,di,Haitian
tell,di,Haitian
devil,diab,Haitian
fire,dife,Haitian
different,diferan,Haitian
difficulty,difikilte,Haitian
difficult,difisil,Haitian
hard (difficult),difisil,Haitian
disguise,digizmann,Haitian
digest,dijere,Haitian
brawl,dikisyon,Haitian
dictionary,diksyonè,Haitian
Sunday,dimanch,Haitian
size,dimansyon,Haitian
abase,diminye,Haitian
allay,diminye,Haitian
decrease,diminye,Haitian
lunch,dine (manje midi),Haitian
dinner,dine,Haitian
degree,diplòm,Haitian
graduate,diplome,Haitian
last,dire,Haitian
direct,dirèk,Haitian
north,direksyon nò (non nò),Haitian
direction,direksyon,Haitian
range,direksyon,Haitian
chairman,direkte,Haitian
director,direktè,Haitian
rice,diri,Haitian
manage,dirije (debouye),Haitian
lead,dirije (kòmande),Haitian
rule,dirije (kòmande),Haitian
direct,dirije,Haitian
head,dirije,Haitian
ten,dis,Haitian
discern,disène,Haitian
discipline,disiplin,Haitian
disqualify,diskalifye,Haitian
argue,diskite (mentni),Haitian
debate,diskite,Haitian
discuss,diskite,Haitian
discredit,diskredite,Haitian
discretion,diskresyon,Haitian
dispensary,dispansè,Haitian
disappear,disparèt,Haitian
fade,disparèt,Haitian
vanish,disparèt,Haitian
available,disponib,Haitian
"do, be about to",dispoze,Haitian
discrete,disrè,Haitian
austere,distan (endiferan),Haitian
distance,distans,Haitian
distinct,disten (klè),Haitian
distinguish,distenge,Haitian
distract,distrè,Haitian
deal,distribye (bay),Haitian
distribute,distribye,Haitian
proverb,diton,Haitian
rave,divage (tanpete),Haitian
wine,diven,Haitian
diverse,divès,Haitian
various,divès,Haitian
divide,divize,Haitian
divorce,divòs,Haitian
dignity,diyite,Haitian
nineteen,diznèf,Haitian
eighteen,dizuit,Haitian
safe,dj senesòf,Haitian
ago,dj pase,Haitian
fake,dj krizokal (djanni),Haitian
girl,djal,Haitian
fake,djanni,Haitian
gin,djin,Haitian
jeep,djip,Haitian
Gypsy,djipsi,Haitian
job,djòb (travay),Haitian
employ,djòb,Haitian
jogging,djògin,Haitian
snout,djòl (machwè),Haitian
liar,djòlè,Haitian
mushroom,djondjon,Haitian
river,dlo (larivyè),Haitian
water,dlo,Haitian
back,do,Haitian
armchair,dodin,Haitian
rock,dodinen,Haitian
used,dokazyon (dezyèm men),Haitian
document,dokiman,Haitian
file,dokiman,Haitian
file,dokiman,Haitian
dollar,dola,Haitian
coddle,dòlote,Haitian
pamper,dòlote,Haitian
damage,domaj,Haitian
damage,domaje,Haitian
"field (career), domain",domèn,Haitian
numb,dòmi,Haitian
sleep,dòmi,Haitian
domination,dominasyon,Haitian
dominate,domine,Haitian
prevail,domine,Haitian
Dominican Republic,Dominikani,Haitian
dominos,domino,Haitian
gift,don,Haitian
data,done (eleman),Haitian
therefore,donk,Haitian
yield,"donnen, bay",Haitian
fertile,donnen (fètil),Haitian
tame,donte,Haitian
well-behaved,dosil,Haitian
log,dosye (v. note),Haitian
file,dosye (dokiman),Haitian
brief,dosye,Haitian
record,dosye,Haitian
dormitory,dòtwa,Haitian
mellow,dou (jovyal),Haitian
 double,doub,Haitian
 pair,doub,Haitian
double,double,Haitian
shower,douch,Haitian
labor pain,doulè akouman,Haitian
pain,doulè (lapenn),Haitian
ache,doulè (mal),Haitian
sweet,dous (sikre),Haitian
mild,dous,Haitian
sleek,dous,Haitian
gently,dousman,Haitian
slow,dousman,Haitian
slowly,dousman,Haitian
doubt,dout,Haitian
doubt,doute,Haitian
twelve,douz,Haitian
linen,dra (lenn),Haitian
sheet,dra,Haitian
flag,drapo,Haitian
erect,drese (monte),Haitian
raise,drese (kanpe),Haitian
rear,drese,Haitian
drill,dril,Haitian
drug,dròg,Haitian
addict,"droge, adikte",Haitian
strange,"dròl, etranj",Haitian
odd,dròl (enpe),Haitian
drum,droum,Haitian
at all,du tou,Haitian
human rights,dwa moun,Haitian
duty,"dwa, taks",Haitian
fee,"dwa (ladwann), frè (depans)",Haitian
law,dwa,Haitian
rights (legal),dwa,Haitian
 erect,dwat (vètikal),Haitian
straight,dwat,Haitian
right (side),dwat,Haitian
must,"dwe, fò",Haitian
owe,dwe,Haitian
ought to,dwe,Haitian
finger,dwèt,Haitian
to protect with magic,dwoge,Haitian
strange,dwòl,Haitian
devil,dyab (djad),Haitian
scream,dyann,Haitian
diarrhea,dyare,Haitian
diet,"dyèt, ,E",Haitian
each,chak,Haitian
eager,enterese,Haitian
eagle,"èg, malfini",Haitian
ear,zòrèy,Haitian
early,"bonè, annavans",Haitian
earn,"genyen, posede, fè lajan",Haitian
earnest,bònfwa,Haitian
earring,zanno,Haitian
earth,"latè, tè",Haitian
ease,lèz,Haitian
at ease,a lèz,Haitian
east,lès,Haitian
East Asia,Azi de Lès,Haitian
Easter,Pak,Haitian
Eastern Europe,Ewèp de Lès,Haitian
easy,fasil,Haitian
eat,manje,Haitian
echo,eko,Haitian
economy,ekonomi,Haitian
edge,"kwen, bout",Haitian
edit,edite,Haitian
editor,editè,Haitian
educate,edike,Haitian
education,edikasyon,Haitian
eel,zangi,Haitian
efface,efase,Haitian
effort,"efò, jefò, fòs",Haitian
egg,ze,Haitian
eggplant,berejenn,Haitian
eight,uit,Haitian
eighteen,dizuit,Haitian
eighty,katreven,Haitian
either,"nenpòt, oswa",Haitian
ejaculate,v voye,Haitian
eject,"retire, pouse soti",Haitian
elaborate,adj konplike,Haitian
elaborate,v elabore,Haitian
elbow,koud,Haitian
elder,granmoun,Haitian
elect,"chwazi, eli",Haitian
election,eleksyon,Haitian
electoral,elektoral,Haitian
electro-chemistry,elektwochimi,Haitian
elementary,elemantè,Haitian
elephant,elefan,Haitian
eleven,onz,Haitian
eligible,elijib,Haitian
eliminate,elimine,Haitian
else,osinon,Haitian
embarrassment,jenn,Haitian
embassy,anbasad,Haitian
embellish,anbeli,Haitian
embers,tizan,Haitian
embolden,bay kouraj,Haitian
embrace,"anbrase, kwoke",Haitian
embroider,brode,Haitian
emit,"emèt, fè sikile",Haitian
emotion,emosyon,Haitian
employ,n djòb,Haitian
employ,v anplwaye,Haitian
employee,anplwaye,Haitian
empower,otorize,Haitian
empty,adj vid,Haitian
empty,v vide,Haitian
enclose,"fèmen, bouche",Haitian
encourage,"pyete, ankouraje",Haitian
end,"fen, bout",Haitian
endurance,andirans,Haitian
enemy,lenmi,Haitian
energy,enèji,Haitian
engage,"angaje, foure",Haitian
engine,"motè, machin",Haitian
English,angle,Haitian
enigma,"enigm, magouy",Haitian
enjoy,"jiwi, rejwi, benefisye",Haitian
enjoy oneself,banboche,Haitian
enormous,"enòm, menmen, papa",Haitian
enough,adj ase,Haitian
enough,"adv ase, kont",Haitian
enrage,"enève, agase",Haitian
enrich,anrichi,Haitian
enroll,"anrole, rekrite",Haitian
ensure,asire,Haitian
entangle,"melanje, mele",Haitian
enter,antre,Haitian
enterprise,antrepriz,Haitian
entertain,amize,Haitian
entice,v enstige,Haitian
entice,fè lasisiy,Haitian
entire,"antye, tout",Haitian
entrails,zantray,Haitian
entrance,"antre, pòt",Haitian
envelope,n anvlòp,Haitian
envelope,v vlope,Haitian
envious,anvye,Haitian
environment,anviwènman,Haitian
envy,n anvi,Haitian
equal,adj egal,Haitian
equal,v egale,Haitian
equip,ekipe,Haitian
equipment,ekipman,Haitian
erase,efase,Haitian
erect,"adj dwat, vètikal",Haitian
erect,"v drese, monte",Haitian
errand,lomisyon,Haitian
error,"erè, fòt",Haitian
erupt,"eklate, pete",Haitian
eruption,eklatman,Haitian
escape,"sove, chape",Haitian
escort,n konpayon,Haitian
escort,v eskòte,Haitian
especial,espesyal,Haitian
especially,espesaylman,Haitian
espionage,espyonaj,Haitian
esquire,avoka,Haitian
establish,etabli,Haitian
esteem,"estim,    estimate n evalyasyon",Haitian
estimate,"v estime, valye",Haitian
etc.,eksetera,Haitian
eternal,etènel,Haitian
evade,"evade, sove",Haitian
evaluation,evalyasyon,Haitian
evangel,levanjil,Haitian
evangelize,preche,Haitian
even,"adj egal, jis",Haitian
even,adv menm,Haitian
even worse,pi grav,Haitian
evening,"aswè, sware, swa",Haitian
event,evenman,Haitian
ever,"janm, janmen",Haitian
every,chak,Haitian
everybody,tout moun,Haitian
everywhere,patou,Haitian
evict,chase,Haitian
evident,"adj evidan, aklè",Haitian
evil,move,Haitian
evolution,evolisyon,Haitian
exact,egzak,Haitian
exaggerate,egzajere,Haitian
examine,"kontrole, egzamine",Haitian
example,egzanp,Haitian
exceed,"depase, eksede",Haitian
except,"eksepte, sòf",Haitian
except,sòf,Haitian
exception,eksepsyon,Haitian
exceptional,eksepsyonèl,Haitian
exchange,"n twòk, echanj",Haitian
excite,eksite,Haitian
exclude,"eskli, retire",Haitian
execute,"egzekite, akonpli",Haitian
exemplary,egzanplè,Haitian
exempt,egzan,Haitian
exercise,n egzèsis,Haitian
exert,"fè egzèsis, fose",Haitian
exhale,"rann souf, egzale",Haitian
exhaust,n mòflè,Haitian
exist,egziste,Haitian
expande,"elaji, etann",Haitian
expect,"tann, alatant",Haitian
expecting,"ansent, gwòs",Haitian
expel,ranvwaye,Haitian
expense,depans,Haitian
expensive,chè,Haitian
experience,n eksperyans,Haitian
expert,ekspè,Haitian
explain,eksplike,Haitian
explanation,eksplikasyon,Haitian
explicit,"ekslisit, klè",Haitian
explode,"eksploze, eklate, pete",Haitian
explore,"eksplore, chèche",Haitian
explosion,"eksplozyon, eklatman",Haitian
export,n ekspòtasyon,Haitian
export,v ekspòte,Haitian
expose,ekspoze,Haitian
exposition,ekspozisyon,Haitian
express,eksprime,Haitian
extend,"etann, ouvri",Haitian
extent,limit,Haitian
extention,estansyon,Haitian
exterior,"deyò, eksteryè",Haitian
external,andeyò,Haitian
extort,peze,Haitian
extract,"n ekstrè, esans",Haitian
extract,v rale,Haitian
extraordinary,ekstraòdinè,Haitian
extreme,akstrèm,Haitian
extricate,rache,Haitian
eye,"je, zye",Haitian
eyebrow,sousi,Haitian
eyeglasses,linèt,Haitian
fable,"istwa, fab",Haitian
face,n figi,Haitian
face,"v gade (anfas), afwonte",Haitian
facile,fasil,Haitian
fact,verite,Haitian
fad,kapris,Haitian
fade,adj fennen,Haitian
fade,v disparèt,Haitian
fail,rate,Haitian
faint,adj pal,Haitian
fair,"adj jis, ekitab",Haitian
faith,afwa,Haitian
fake,"adj krizokal, djanni",Haitian
faith,v kapwonnen,Haitian
fall,v. tonbe,Haitian
false,"fo, pa vre, manti",Haitian
family,fanmi,Haitian
famine,"famin, grangou",Haitian
famous,"enpòtan, gran",Haitian
fan,n vantilatè,Haitian
fan,v souflè,Haitian
fancy,adj anpenpan,Haitian
fancy,v imajine,Haitian
fang,"kwòk, dan",Haitian
fantastic,kokenn,Haitian
far,lwen,Haitian
farm,"plantasyon, jaden",Haitian
farmer,kiltivatè,Haitian
fart,v pete,Haitian
farther,pilwen,Haitian
fascinate,"fasine, entrige",Haitian
fashion,lamòd,Haitian
fast,"vit, rapid",Haitian
fasten,"tache, mare",Haitian
fat,"gra, epè",Haitian
fate,"sò, destine",Haitian
father,"papa, pè",Haitian
fatigue,fatig,Haitian
fault,"n fòt, defo",Haitian
fault,bay tò,Haitian
favor,n favè,Haitian
favor,v pè,Haitian
fear,n lapè,Haitian
fear,v pè,Haitian
feast,"n bambòch, babako",Haitian
to feast,banbouche,Haitian
feather,plim,Haitian
feature,"karakteristik, mak",Haitian
February,fevriye,Haitian
fee,"dwa (ladwann), frè (depans)",Haitian
feeble,fèb,Haitian
feed,"v nouri, bay manje",Haitian
feel,santi,Haitian
feign,"fente, pran pòz",Haitian
fellow,nèg,Haitian
felon,kriminel,Haitian
female,adj femèl,Haitian
female,n fanm,Haitian
fence,"baryè, lantouray",Haitian
fern,foujè,Haitian
ferocious,feròs,Haitian
fertile,"donnen, fètil",Haitian
fetch,chèche,Haitian
fever,lafyèv,Haitian
few,kèk,Haitian
fib,n manti,Haitian
fib,v bay (fè) manti,Haitian
fiction,fiksyon,Haitian
fiddle,v jwe ak,Haitian
field,"teren, jaden",Haitian
"field (career), domain",domèn,Haitian
fierce,"feròs, terib",Haitian
fifteen,kenz,Haitian
fifty,senkant,Haitian
fight,n,Haitian
file,"n dosye, dokiman",Haitian
fill,plen,Haitian
filthy,sal,Haitian
final,final,Haitian
finally,"anfen, a la fen, alè ki le, finalman",Haitian
find,jwenn,Haitian
find out,rann kont,Haitian
fine,"adj anfòm, fen",Haitian
fine,n amann,Haitian
finger,n dwèt,Haitian
finger,"v tate, tripote",Haitian
finish,fini,Haitian
fire,n dife,Haitian
fire,v revoke,Haitian
firm,adj solid,Haitian
firm,n entrepriz,Haitian
first,adj premye,Haitian
fish,n pwason,Haitian
fist,n pwen,Haitian
five,adj senk,Haitian
fix,ranje,Haitian
fixed,fiks,Haitian
flag,drapo,Haitian
flame,flanm,Haitian
flash,v klere,Haitian
flat,plat,Haitian
flavor,gou,Haitian
flay,koche,Haitian
flea,"pis, pinèz",Haitian
flesh,"vyann, chè",Haitian
flight,vòl (avyon),Haitian
flinch,"v flechi, tresayi",Haitian
fling,v voye jete,Haitian
flint,silèks,Haitian
flip,baskile,Haitian
flirt,file,Haitian
float,flote,Haitian
flock,"troup, bann",Haitian
flood,n inondasyon,Haitian
flood,v anvayi,Haitian
floor,etaj,Haitian
flour,farin,Haitian
flow,koule,Haitian
flower,n flè,Haitian
flower,v fleri,Haitian
flu,grip,Haitian
fluent,kouran,Haitian
fluid,likid,Haitian
flush,adj kole,Haitian
flush,"c chase, vide",Haitian
fly,n mouch,Haitian
fly,v vole,Haitian
foe,lenmi,Haitian
fog,bouya,Haitian
fold,n pli,Haitian
fold,v pliye,Haitian
folk,peyi,Haitian
follow,suiv,Haitian
fond,fanatik,Haitian
food,manje,Haitian
fool,n enbesil,Haitian
fool,v twompe,Haitian
foot,pye,Haitian
on foot,a pye,Haitian
for,"prp pou, paske",Haitian
for example,pa ekzanp,Haitian
forbid,"defann, pini",Haitian
force,n fòs,Haitian
force,v fòse,Haitian
forecast,v projte,Haitian
foreign,etranj,Haitian
foreigner,etranje,Haitian
foreman,"bòs, fòmann",Haitian
forest,"forè, rakbwa",Haitian
forever,ajamè,Haitian
forget,bliye,Haitian
fork,n fouchèt,Haitian
fork,v ranmase,Haitian
form,n fòm,Haitian
form,v fòme,Haitian
formality,protokòl,Haitian
former,ansyen,Haitian
forsake,"lage, abandone",Haitian
fortune,"richès, fòtin",Haitian
forty,karant,Haitian
forward,adj devan,Haitian
forward,avanse,Haitian
foundation,fondman legal,Haitian
four,kat,Haitian
fowl,volay,Haitian
fracture,n frakti,Haitian
fragile,frajil,Haitian
frame,ankadreman,Haitian
France,Frans,Haitian
in France,an Frans,Haitian
frank,fran,Haitian
fraud,fròd,Haitian
frazzle,"kraze, erente",Haitian
freak,sanzatann,Haitian
free,"lib, gratis",Haitian
freedom,libète,Haitian
freeze,"glase, konjile",Haitian
French,franse,Haitian
French Institue,Enstiti Franse,Haitian
frequent,souvan,Haitian
fresh,fre,Haitian
Friday,vandredi,Haitian
friend,zanmi,Haitian
fright,"freyè, laperèz",Haitian
frog,krapo,Haitian
front,devan,Haitian
frost,glas,Haitian
frown,"v gwonde, mare min",Haitian
fruit,fwi,Haitian
frustration,fristrasyon,Haitian
fry,fri,Haitian
fuel,gaz,Haitian
fulfill,"ranpli, akonpli",Haitian
full,plen,Haitian
fume,vapè,Haitian
fun,adj amizan,Haitian
fun,n amizman,Haitian
function,"v. mache, fonksyone",Haitian
fundamental,fondamental,Haitian
funeral,"lantèman, fineray",Haitian
funny,komik,Haitian
furious,firye,Haitian
furniture,mèb,Haitian
further,pilwen,Haitian
fuss,"gaòt, meli melo",Haitian
"pleasantry, joke",fab,Haitian
detergent,fab,Haitian
"plastc sandal, plastic shoe",fabnak,Haitian
do,fabrike,Haitian
make,fabrike,Haitian
make,fabrike,Haitian
manufacture,fabrike,Haitian
upset,fache,Haitian
keen,"fen, file, pike",Haitian
sequel,fen (sauit),Haitian
end,fen (bout),Haitian
fine,fen,Haitian
fine adj,fen,Haitian
thin,fen,Haitian
window,fenèt,Haitian
fade adj,fennen,Haitian
wither,fennen,Haitian
"cunning, clever",fentè (pran pòz),Haitian
"to trick, to dupe",fente,Haitian
obscure,fènwa,Haitian
feudal,feodal,Haitian
fierce,feròs (terib),Haitian
ferocious,feròs,Haitian
wink,fèsiyo,Haitian
anniversary,fèt (anivèsè),Haitian
party,fèt,Haitian
to be born,fèt,Haitian
celebrate,fete,Haitian
fertile,fètil,Haitian
February,fevriye,Haitian
"leaf, page",fèy,Haitian
gall,ffyèl (bil),Haitian
woman,"fi, madanm, (pl. medanm)",Haitian
cheek,"    figi (po figi, jou) ",Haitian
face,figi,Haitian
picture,figire (imajine),Haitian
fixed,fiks,Haitian
steady,fiks,Haitian
stare,fikse (gade fiks),Haitian
gaze,fikse (kontanple),Haitian
fiction,fiksyon,Haitian
wire (cable),fil elektrik (kab),Haitian
cobweb,fil arenyen,Haitian
thread,fil,Haitian
yarn,fil,Haitian
mince,filange,Haitian
web,filareye,Haitian
keen,file (pike),Haitian
sharp,"    file (pwenti, bwòdè, koupe) ",Haitian
philosopher,filozòf,Haitian
philosophy,filozofi,Haitian
philosophical,filozofik,Haitian
smoke,fimen,Haitian
dung,fimye,Haitian
muck,fimye,Haitian
final,final,Haitian
finally,finalman,Haitian
financial,finansyè,Haitian
funeral,fineray,Haitian
finish,fini,Haitian
furious,firye,Haitian
son,fis,Haitian
string,fisèl (kòd),Haitian
rifle,fizi,Haitian
physical,fizik,Haitian
human phisiology,fizyoloji moun,Haitian
bongfire,flanbo,Haitian
chuck (thrown out),flanke deyò,Haitian
blaze,flanm,Haitian
flame,flanm,Haitian
loaf,flannen,Haitian
rove,flannen,Haitian
wander,flannen,Haitian
cornflower,flè mayi,Haitian
sunflower,"flè, solèy",Haitian
bloom,flè,Haitian
flower,flè,Haitian
dart,flèch (javlo),Haitian
arrow,flèch,Haitian
flinch,flechi (tresayi),Haitian
flower,fleri,Haitian
river,"    flèv (dlo, larivyè) ",Haitian
drift,flote,Haitian
float,flote,Haitian
wave,flote,Haitian
false,"    fo (pa vre, manti) ",Haitian
smart,fò (entelijan),Haitian
brilliant,fò,Haitian
have to,fo,Haitian
loud,fò,Haitian
must,fò,Haitian
must,fò,Haitian
prominent,fò,Haitian
strong,fò,Haitian
suburb,fobou,Haitian
wrought,fòje,Haitian
form,fòm,Haitian
foreman,fòmann,Haitian
form,fòme,Haitian
machine,fòme,Haitian
profound,"fon, byen panse",Haitian
bottom,"    fon (anba, bounda bough) ",Haitian
deep,fon,Haitian
fundamental,fondamental,Haitian
base,fondasyon (baz),Haitian
foundation,fondman legal,Haitian
function,fonksyone,Haitian
function,fonksyone,Haitian
merge,fonn (amalgame),Haitian
melt,fonn,Haitian
dark,fonse (nwa),Haitian
forest,forè (rakbwa),Haitian
force,fòs,Haitian
strength,"    fòs (kouraj, pwisans) ",Haitian
effort,fòs,Haitian
exert,fose,Haitian
force,fòse,Haitian
strain,fòse,Haitian
fault,"fòt, defo",Haitian
error,fòt,Haitian
armchair,fotèy (dodin),Haitian
wealth,fòtin (byen),Haitian
fortune,fòtin,Haitian
photograph,"foto, pòtre",Haitian
picture,"foto, pòtre",Haitian
xerox,fotokopye,Haitian
crazy,fou,Haitian
delirious,fou,Haitian
insane,fou,Haitian
mad,fou,Haitian
oven,fou,Haitian
fork,fouchèt,Haitian
fern,foujè,Haitian
crowd,foul,Haitian
ant,foumi,Haitian
bake,founen,Haitian
batch,founen (pake),Haitian
cater,founi (aprovizyone),Haitian
supply,founi,Haitian
put,foure (etenn),Haitian
put,foure (etenn),Haitian
engage,foure,Haitian
hide,foure,Haitian
hide,foure,Haitian
insert,foure,Haitian
provide,fourni,Haitian
delve,fouye,Haitian
dig,fouye,Haitian
manufacture,frabrik (izin),Haitian
brittle,frajil (poud),Haitian
fragile,frajil,Haitian
crash,fraka,Haitian
fracture,frakti,Haitian
candid,fran,Haitian
frank,fran,Haitian
France,Frans,Haitian
French,franse,Haitian
bump,"frape, pouse",Haitian
kick,frape ak pye,Haitian
bang,frape,Haitian
hit,frape,Haitian
knock,frape,Haitian
rap,frape,Haitian
strike,frape,Haitian
phrase,fraz,Haitian
sentence,fraz,Haitian
fresh,fre (frèch),Haitian
brother,frè,Haitian
expense (s),frè,Haitian
fresh,frèch,Haitian
cold,fredi,Haitian
breaks (of car),fren,Haitian
constrain,frennen (kontrenn),Haitian
cold adj,frèt,Haitian
cool,frèt,Haitian
fright,freyè (laperèz),Haitian
fry,fri,Haitian
refrigerator,frijidè,Haitian
chafe,friksyonen (irite),Haitian
frustration,fristrasyon,Haitian
hoot owl,frize,Haitian
fraud,fròd,Haitian
cheese,fromaj,Haitian
border,"    frontyè (bòdi, lizyè) ",Haitian
chafe,"    frote (friksyonen, irite) ",Haitian
rub,frote (masaje),Haitian
scrub,frote,Haitian
leak,fuit,Haitian
liver,fwa,Haitian
time (number of time),fwa,Haitian
liver,fwa di,Haitian
lungs (of animal),fwa mou,Haitian
fruit,fwi,Haitian
"abrade, to rub",fwote (kòche),Haitian
bile,fyèl,Haitian
"stamina, endurance",fyèl,Haitian
gall baldder,fyèl,Haitian
proud,fyè,Haitian
pride,"fyète, ,    ,    G",Haitian
gain,"benefis, gen,  akeri",Haitian
gall,"ffyèl, bil",Haitian
gallon,galon,Haitian
gamble,jwè,Haitian
game,jwèt,Haitian
gang,klik,Haitian
gap,fant,Haitian
garage,garaj,Haitian
garden,"jaden flè, patè",Haitian
gardner,jadinye,Haitian
garlic,lay,Haitian
garment,"abiyman, rad",Haitian
gas,gaz,Haitian
gas station,ponp gaz,Haitian
gate,pòtay,Haitian
gather,ranmase,Haitian
gathering,konbit,Haitian
gauge,"geji,  tcheke",Haitian
gaze,"fikse, kontanple",Haitian
general,jeneral,Haitian
generate,"jenere, pwodui",Haitian
generous,jenere,Haitian
genetics,jenetik,Haitian
genisis,jenèz,Haitian
gentle,"janti, soupl",Haitian
gently,dousman,Haitian
geography,jeografi,Haitian
geometry,jeometri,Haitian
German,alman,Haitian
get,pran,Haitian
get along,degaje,Haitian
get back,rantre,Haitian
get a breath of fresh air,pran van,Haitian
get down,mete,Haitian
get up,leve,Haitian
ghost,"fantom, zonbi",Haitian
giant,jeyan,Haitian
gift,"kado, don",Haitian
giggle,griyen,Haitian
gin,djin,Haitian
girl,"tifi, djal",Haitian
give,"bay, ban",Haitian
give up,"lage, abondone",Haitian
glad,kontan,Haitian
glance,gade,Haitian
glare,ekla,Haitian
glass,"vit, vè",Haitian
gleam,miwate,Haitian
glide,glise,Haitian
glitter,ekla,Haitian
globe,glòb,Haitian
gloom,tenèb,Haitian
glory,laglwa,Haitian
glue,lakòl,Haitian
glue,v. kole,Haitian
glutton,gouman,Haitian
gluttony,safrete,Haitian
gnat,papiyon lanp,Haitian
go,ale,Haitian
go down,desann,Haitian
go in,rantre,Haitian
go out,sòti,Haitian
go to bed,kouche,Haitian
go up,monte,Haitian
goal,objktif,Haitian
goat,kabrit,Haitian
god,"espri, lwa, dye God",Haitian
gold,lò,Haitian
golden,annò,Haitian
good,bon,Haitian
goods,danre,Haitian
goose,zwa,Haitian
gossip,"tripotay, zin",Haitian
gourde,goud,Haitian
govern,gouvène,Haitian
government,gouvènman,Haitian
governmental,gouvènmantal,Haitian
gown,ròb,Haitian
grace,lagras,Haitian
grade,"grad  evalye, nivle",Haitian
graduate,diplome,Haitian
graduate,v. gradye,Haitian
grain,grenn,Haitian
grandchild,ptit-pitit,Haitian
grandmother,gran-papa,Haitian
grandmother,grann,Haitian
grape,rezen,Haitian
grapefruit,chadèk,Haitian
grasp,atrab,Haitian
grass,zèb,Haitian
grate,graje,Haitian
gratitude,rekonesans,Haitian
grave,grav  tonm,Haitian
gravy,sòs,Haitian
gray,gri,Haitian
grease,"grès, (ve) grese",Haitian
great,"gran, gwo",Haitian
greedy,"vòlè, visye, voras, gouman",Haitian
be greedy,gen groje,Haitian
green,"vèt, vè",Haitian
greet,salye,Haitian
grilled,grie,Haitian
grime,salte,Haitian
grin,ri jòn,Haitian
grind,moulen,Haitian
grinder,moulen,Haitian
grip,priz,Haitian
grocery,pwovizyon,Haitian
ground,"teren, tè",Haitian
group,"gwoup,  gwoupe",Haitian
grow,grandi,Haitian
guard,"gad, jandam,  gade, siveye",Haitian
guess,devine,Haitian
guest,envite,Haitian
guilty,koupab,Haitian
gulp,"gòje,  vale",Haitian
gum,"goonm, chiklèt,  gonmen",Haitian
gun,"revolvè, kanno",Haitian
gust,rafal,Haitian
gut,zantray,Haitian
guy,nèg,Haitian
Gypsy,djipsi,Haitian
habit,abitid,Haitian
hail (ice),lagrèl,Haitian
hack,"chire, rache",Haitian
haggle,machande,Haitian
hair,"cheve, pwal",Haitian
hairband,bando,Haitian
hairbrush,bwòs tèt,Haitian
haircut,fè tèt,Haitian
hairdresser,kwafè,Haitian
Haiti,"Ayiti, Peyi Dayiti",Haitian
Haitian,Aiysyen,Haitian
half,"demi,  mwatye",Haitian
hall,"koridò, òl",Haitian
ham,janbon,Haitian
hammer,mato,Haitian
hand,men,Haitian
handbag,valiz,Haitian
handcuffs,menòt,Haitian
handful,ponyen,Haitian
handicap,andikap,Haitian
handkerchief,mouchwa,Haitian
handle,"manch,  manyen, touche, okipe",Haitian
handle,lans,Haitian
handlebars,gidon,Haitian
handsaw,"legoin, goin, goyin",Haitian
handshake,lanmen,Haitian
handsome,bèl,Haitian
handy,"itil,sou la men",Haitian
hang,"pann, kwoke",Haitian
hang out (to idle),pandye,Haitian
hang up,kwoke,Haitian
hangover,an mal makak,Haitian
happen,"rive, pase",Haitian
happy,kontan,Haitian
harbor,"pò, waf",Haitian
harm,maltrete,Haitian
to harness,hanache,Haitian
harvest,rekòlte,Haitian
haste,anpresman,Haitian
hat,chapo,Haitian
hate,"èn, rayisman,  rayi",Haitian
haul,"bwote, chaje",Haitian
have,genyen,Haitian
have to,fo,Haitian
haven,azil,Haitian
hawk,malfini,Haitian
hay,zèb,Haitian
he,li,Haitian
head,"tèt,  dirije",Haitian
headache,maltèt,Haitian
health,"sante, lasante",Haitian
healthy,ansante,Haitian
heap,pil,Haitian
heart,kè (heart),Haitian
heat,chalè,Haitian
heaven,"suèl, paradi",Haitian
heavy,"lou, peze",Haitian
Hebrew,ebre,Haitian
hedge,"bòdi, lizyè",Haitian
heed,fè atansyon,Haitian
heel,talon,Haitian
height,wotè,Haitian
hell,lanfè,Haitian
hello,bonjou,Haitian
help,"èd ,asistans,  ede",Haitian
hen,maman poul,Haitian
her,li,Haitian
herb,zepis,Haitian
here,"isit, men",Haitian
herring,aran,Haitian
herself,li-menm,Haitian
hesitate,ezite,Haitian
hiccup,okèt,Haitian
hide," po,  kache, sere, foure",Haitian
hideous,"lèd, efreyan",Haitian
high,"wo, elve, apik",Haitian
high school,lekèl segondè,Haitian
hijack,detounen,Haitian
hill,mòn,Haitian
hillbilly,moun mòn,Haitian
hire,enplwaye,Haitian
historic,istorik,Haitian
hit,v frape,Haitian
hit,n kou ( a hit with a stick = kou d baton),Haitian
hoarse,answe,Haitian
hoe,wou,Haitian
hog,kochon,Haitian
hold,kenbe,Haitian
hole,twou,Haitian
holiday,knoje,Haitian
hollow,kre,Haitian
holy,sen,Haitian
home,lakay,Haitian
home economics,ekonomi domestik,Haitian
homespun,natif natal,Haitian
honest,onèt,Haitian
honey,"siwo, siwo myèl",Haitian
honor,lonè,Haitian
hoof,pat zannimo,Haitian
hook,"kwòk, zen,  kwoke",Haitian
hop up and down,ponpe,Haitian
