Word,Creole_word,Creole_name
without,sö́ndö,Saramaccan
anything,soní  ,Saramaccan
something,soní  ,Saramaccan
thing,soní  ,Saramaccan
by this time,sonté  ,Saramaccan
sun,sónu,Saramaccan
west,sónugo,Saramaccan
east,sónúkúmútu,Saramaccan
common response used to show that one is listening,sö́ö  ,Saramaccan
expression that indicates a) the end of a conversation b) the beginning of a new topic c) a return to a former topic that has been interrupted,sö́ö  ,Saramaccan
silver,sóófu,Saramaccan
lock,söö́tö,Saramaccan
to lock,söö́tö,Saramaccan
key,söö́tö́míi,Saramaccan
soap,sópu  ,Saramaccan
to soak in soapy water,sópu  ,Saramaccan
also,sö́sééi,Saramaccan
tasteless,sö́sö  ,Saramaccan
worthless,sö́sö  ,Saramaccan
nurse,sö́sútu,Saramaccan
spoil,sówa,Saramaccan
enter,subí  ,Saramaccan
to ascend,subí  ,Saramaccan
to climb,subí  ,Saramaccan
darkness,sugúu,Saramaccan
sugar,súki,Saramaccan
chocolate drink,sukuáti  ,Saramaccan
cocoa,sukuáti  ,Saramaccan
tan color,sukuáti  ,Saramaccan
mist,sumúku  ,Saramaccan
smoke,sumúku  ,Saramaccan
to smoke,sumúku  ,Saramaccan
dirt or dust,súndju,Saramaccan
shoes,súsu  ,Saramaccan
tabu name for chicken,súsu  ,Saramaccan
enjoyable,súti  ,Saramaccan
nice,súti  ,Saramaccan
sweet or delicious,súti  ,Saramaccan
to shoot,súti  ,Saramaccan
storage place for rice,suwá  ,Saramaccan
to perspire,suwá  ,Saramaccan
sister-in-law,suwági  ,Saramaccan
term of address (usually for brother-in-law or sister-in-law),suwági  ,Saramaccan
close to death (downriver dialect),suwáki  ,Saramaccan
sick (upriver dialect),suwáki  ,Saramaccan
matches,suwálufu,Saramaccan
as if,táa  ,Saramaccan
tar,táa  ,Saramaccan
that,táa  ,Saramaccan
to say:,táa  ,Saramaccan
fishnet,taamáni,Saramaccan
hard,taánga  ,Saramaccan
loudly,taánga  ,Saramaccan
"address for father, father's brother, or father in law",taatá  ,Saramaccan
father,taatá  ,Saramaccan
father's brother,taatá  ,Saramaccan
tobacco,tabáku,Saramaccan
table,táfa,Saramaccan
to tie,tái  ,Saramaccan
authority,táki  ,Saramaccan
decision,táki  ,Saramaccan
authority figure,tákima,Saramaccan
argument,takitáki,Saramaccan
dissension,takitáki,Saramaccan
ugly,taku  ,Saramaccan
dysentery,takubë́ë,Saramaccan
train,talán,Saramaccan
cover,tampá,Saramaccan
lid,tampá,Saramaccan
pregnant,tán  ,Saramaccan
stop,tán  ,Saramaccan
to stay,tán  ,Saramaccan
wait a minute!,tán  ,Saramaccan
tooth,tánda  ,Saramaccan
thanks,tangí  ,Saramaccan
August,tanvúwátá líba,Saramaccan
close,tapá  ,Saramaccan
enclose,tapá  ,Saramaccan
prevent,tapá  ,Saramaccan
protection against evil,tapá  ,Saramaccan
last-born,tapábë́ë́ míi,Saramaccan
tapioca,tapióka,Saramaccan
handbag,tási  ,Saramaccan
plant,tási  ,Saramaccan
thatch material,tási  ,Saramaccan
old man,tatá  ,Saramaccan
pestle,tatí,Saramaccan
long time,té  ,Saramaccan
tea,té  ,Saramaccan
"time, a (very) long",té  ,Saramaccan
until,té  ,Saramaccan
cocoon,tébíánkuli,Saramaccan
star,teéja,Saramaccan
accept,téi  ,Saramaccan
take,téi  ,Saramaccan
whole,télu,Saramaccan
"something made skillfully with your hands, e. g.wood-carving, embroidery, decorations on cassava bread",të́mbë  ,Saramaccan
"to sew, carve, or do handcraft",të́mbë  ,Saramaccan
carpenter,të́mbëma,Saramaccan
to hand to someone,tëndë́  ,Saramaccan
to stretch,tëndë́  ,Saramaccan
ten,téni,Saramaccan
today,tidé,Saramaccan
to lead,tíi  ,Saramaccan
to steer,tíi  ,Saramaccan
iron,tiíki  ,Saramaccan
to iron,tiíki  ,Saramaccan
intestines,tiípa,Saramaccan
October,tínímúlíba,Saramaccan
to carry,tjá  ,Saramaccan
to endure,tjá  ,Saramaccan
to cut off from its stalk (e.g. maripa fruit),tjaba  ,Saramaccan
to graze in passing,tjaba  ,Saramaccan
to till (e.g. a field),tjaba  ,Saramaccan
messenger,tjábúkama,Saramaccan
rattle,tjaká,Saramaccan
rattlesnake,tjakásíndéki,Saramaccan
grounds,tjakatí,Saramaccan
pulp or pith,tjakatí,Saramaccan
circle,tjangaa  ,Saramaccan
circle made from palm leaves or white clay for ritualistic purposes,tjangaa  ,Saramaccan
gravel,tjátja,Saramaccan
"style""}to dance sëkëti style",tjë́kë  ,Saramaccan
brand new,tjéntjén,Saramaccan
like new,tjéntjén,Saramaccan
enough,tjiká  ,Saramaccan
allergy,tjína,Saramaccan
taboo,tjína,Saramaccan
leper,tjínama,Saramaccan
to prick,tjökö́  ,Saramaccan
to stab,tjökö́  ,Saramaccan
ideophone for alone,tjö́kö́ö́,Saramaccan
sharp curve,tjö́ni,Saramaccan
pointed,tjö́nítjö́ni,Saramaccan
rain,tjúba,Saramaccan
to dry up (e.g. eggplant),tjupá  ,Saramaccan
to suck,tjupá  ,Saramaccan
alone,tö́,Saramaccan
pool,tóbo,Saramaccan
miraculous,tófu  ,Saramaccan
however,tö́ku,Saramaccan
tomato,tomáti,Saramaccan
to spill,tómbi,Saramaccan
to tilt,tómbi,Saramaccan
stump,tómpi,Saramaccan
albino,tönë́  ,Saramaccan
"spirit, water",tönë́  ,Saramaccan
water spirit,tönë́  ,Saramaccan
language,tö́ngö  ,Saramaccan
tongue,tö́ngö  ,Saramaccan
voice,tö́ngö  ,Saramaccan
to bother,toóbi  ,Saramaccan
trouble,toóbi  ,Saramaccan
different,tooká  ,Saramaccan
exchange,tooká  ,Saramaccan
to return,tooná  ,Saramaccan
brain,töönsö́n,Saramaccan
to spin,toosá,Saramaccan
to twist,toosá,Saramaccan
great-great-great-grandparent,töö́tö  ,Saramaccan
marriage,töö́u,Saramaccan
to marry,töö́u,Saramaccan
woodpecker,tótómbotí,Saramaccan
two,tú,Saramaccan
arrow point,tukusí,Saramaccan
twin(s),túlíngi,Saramaccan
horn (instrument or of an animal),tutú  ,Saramaccan
throat,tutú  ,Saramaccan
surely,tuú,Saramaccan
truly,tuú,Saramaccan
indeed,tuútuu,Saramaccan
TRUE,tuútuu,Saramaccan
twelve,tuwálufu,Saramaccan
December,tuwálúfúmú líba,Saramaccan
to divorce,túwë  ,Saramaccan
to throw away,túwë  ,Saramaccan
twenty,túwénti,Saramaccan
for,u,Saramaccan
of,u,Saramaccan
us,ú,Saramaccan
we,ú,Saramaccan
firewood,údu,Saramaccan
machete,ufándji,Saramaccan
before,ufö́  ,Saramaccan
besides that:,ufö́  ,Saramaccan
for a little while,ufö́  ,Saramaccan
which,ún,Saramaccan
how,unfá,Saramaccan
leaf,uwíi  ,Saramaccan
vegetation,uwíi  ,Saramaccan
fumes,véntu  ,Saramaccan
gas (in stomach),véntu  ,Saramaccan
steam,véntu  ,Saramaccan
wind,véntu  ,Saramaccan
hummingbird,vunvun,Saramaccan
car,wági,Saramaccan
truck,wági,Saramaccan
vehicle,wági,Saramaccan
wheel,wágífútu,Saramaccan
to wave,wái  ,Saramaccan
happy,wáíwái  ,Saramaccan
with pleasure,wáíwái  ,Saramaccan
September,wajamáká líba,Saramaccan
extrovertive,wajawaja,Saramaccan
friendly,wajawaja,Saramaccan
outgoing,wajawaja,Saramaccan
"to advance by natural mode of locomotion (walk, slither, ride, etc.)",wáka  ,Saramaccan
visitor,wakamá,Saramaccan
promiscuity,wákáwáká líbi,Saramaccan
to guard,wákíti  ,Saramaccan
anteater,walilí,Saramaccan
a,wán  ,Saramaccan
one,wán  ,Saramaccan
speckled,wangawanga,Saramaccan
variegated,wangawanga,Saramaccan
immediately,wántéwante,Saramaccan
wash,wási  ,Saramaccan
wasps,wasiwási,Saramaccan
liquid,wáta  ,Saramaccan
tears,wáta  ,Saramaccan
water,wáta  ,Saramaccan
to guard (a house),wátji  ,Saramaccan
to wait for someone,wátji  ,Saramaccan
to watch someone with the intention of catching him/her at something,wátji  ,Saramaccan
agreement,wë sö́,Saramaccan
response to statement,wë sö́,Saramaccan
weevils,weduwedu,Saramaccan
wood lice,weduwedu,Saramaccan
size up,wégi  ,Saramaccan
think through,wégi  ,Saramaccan
weigh,wégi  ,Saramaccan
open place in woods,wéi  ,Saramaccan
tired,wéi  ,Saramaccan
weather,wéi  ,Saramaccan
white,wéti,Saramaccan
law,wë́ti,Saramaccan
regulation,wë́ti,Saramaccan
wine,wín,Saramaccan
to gain,wíni  ,Saramaccan
to win,wíni  ,Saramaccan
victor,wínima,Saramaccan
black magic,wísi,Saramaccan
foolish,wisiwási,Saramaccan
color,wójo  ,Saramaccan
eye,wójo  ,Saramaccan
pattern (of cloth),wójo  ,Saramaccan
eyelid,wójókókóo,Saramaccan
eyelash,wójókókóo púúma,Saramaccan
eyebrow,wójólíbápúúma,Saramaccan
market,wojowójo,Saramaccan
alas!,"woló, wooló",Saramaccan
cloud,wö́lúku,Saramaccan
term of address to man,wómi,Saramaccan
workman,woókoma,Saramaccan
words,wö́utu,Saramaccan
elephant,zaun,Saramaccan
ocean,zé,Saramaccan
sailboat,zéibóto,Saramaccan
to press,zín,Saramaccan
to squeeze,zín,Saramaccan
coals,zonká,Saramaccan
close by,zúntu,Saramaccan
close to,zúntu,Saramaccan
